1	SRIAOC	0.13020833333333331
1	YRCHNY	0.13020833333333331
1	VNOISE	0.13020833333333331
1	OIILYC	0.13020833333333331
18	ENFCVN	2.34375
1	THCOUT	0.13020833333333331
1	HXNVYE	0.13020833333333331
1	NISLMC	0.13020833333333331
1	IAVOSI	0.13020833333333331
1	AOYEXR	0.13020833333333331
1	VILQLU	0.13020833333333331
3	LQIXKI	0.390625
1	ETOCDN	0.13020833333333331
1	IKTEHQ	0.13020833333333331
1	CBPIDE	0.13020833333333331
1	GTPXIL	0.13020833333333331
1	OLTEXR	0.13020833333333331
1	GNCIGT	0.13020833333333331
1	CDLICQ	0.13020833333333331
1	NPBEPB	0.13020833333333331
1	COTPMZ	0.13020833333333331
1	CTENYC	0.13020833333333331
18	ENFCVN	2.34375
1	NPBIXR	0.13020833333333331
1	CRYGCV	0.13020833333333331
1	NITMCR	0.13020833333333331
1	ENOPUD	0.13020833333333331
1	RBQVYN	0.13020833333333331
1	SERCPI	0.13020833333333331
1	NPCBNP	0.13020833333333331
1	WAROCE	0.13020833333333331
1	CRINIL	0.13020833333333331
1	APBAUE	0.13020833333333331
1	SECOHQ	0.13020833333333331
1	CTGEPB	0.13020833333333331
1	RBOIYC	0.13020833333333331
18	ENFCVN	2.34375
1	NPKIIR	0.13020833333333331
1	ARUIRP	0.13020833333333331
1	EBGTED	0.13020833333333331
1	TBENFC	0.13020833333333331
1	VNULUI	0.13020833333333331
1	RCLAIN	0.13020833333333331
1	NWVQTE	0.13020833333333331
1	XRVIHW	0.13020833333333331
1	PANCRB	0.13020833333333331
1	OXWVRB	0.13020833333333331
1	TEOXOC	0.13020833333333331
1	VIUCTM	0.13020833333333331
1	HSRODS	0.13020833333333331
1	POENFC	0.13020833333333331
1	VNIPRA	0.13020833333333331
5	VLUHLQ	0.6510416666666667
7	IXKIET	0.9114583333333334
2	OCENFC	0.26041666666666663
1	VNRAAP	0.13020833333333331
1	ISSDYO	0.13020833333333331
1	TBIKTE	0.13020833333333331
1	EPKWBY	0.13020833333333331
1	BAENFC	0.13020833333333331
1	VNOTFT	0.13020833333333331
1	AWRCSE	0.13020833333333331
1	HTRECO	0.13020833333333331
1	ENIXNO	0.13020833333333331
1	LANXRV	0.13020833333333331
1	XLQLIO	0.13020833333333331
1	LMHTEN	0.13020833333333331
1	FCVNRV	0.13020833333333331
1	HOSLRB	0.13020833333333331
1	SEOILD	0.13020833333333331
1	PIYREV	0.13020833333333331
1	BCUCCM	0.13020833333333331
3	NYVNNP	0.390625
2	BIRPIL	0.26041666666666663
1	EPOHKI	0.13020833333333331
1	XRDNUI	0.13020833333333331
1	XRIPYC	0.13020833333333331
1	DLSEUT	0.13020833333333331
1	HXNPLA	0.13020833333333331
1	ARZFYX	0.13020833333333331
1	CROLAX	0.13020833333333331
1	NRRHNY	0.13020833333333331
1	VNSEOI	0.13020833333333331
